title,authors,journal,pmid,page,url
"How JCAHO, WEDI, ANSI, HCFA, and Hillary Clinton will turn your systems upside down.",Howe RC.,"{'name': 'Healthc Inf Manage', 'year': 1994, 'citation': 'Healthc Inf Manage. 1994 Winter;8(1):29-38.'}",10131849,47,https://pubmed.ncbi.nlm.nih.gov/10131849/
New uses of legacy systems: examples in perinatal care.,"Margolis A, Vázquez R, Mendoza G, Zignago A, López A, Lucián H.","{'name': 'Proc AMIA Symp', 'year': 1999, 'citation': 'Proc AMIA Symp. 1999:854-8.'}",10566481,47,https://pubmed.ncbi.nlm.nih.gov/10566481/
"[Assessment of the structure, dynamics and monitoring of information systems for road traffic injuries in Peru--2009].","Miranda JJ, Paca-Palao A, Najarro L, Rosales-Mayor E, Luna D, Lopez L, Huicho L Equipo PIAT.","{'name': 'Rev Peru Med Exp Salud Publica', 'year': 2010, 'citation': 'Rev Peru Med Exp Salud Publica. 2010 Jun;27(2):273-87. doi: 10.1590/s1726-46342010000200018.'}",21072482,47,https://pubmed.ncbi.nlm.nih.gov/21072482/
A novel user authentication and key agreement protocol for accessing multi-medical server usable in TMIS.,"Amin R, Biswas GP.","{'name': 'J Med Syst', 'year': 2015, 'citation': 'J Med Syst. 2015 Mar;39(3):33. doi: 10.1007/s10916-015-0217-3. Epub 2015 Feb 15.'}",25681100,48,https://pubmed.ncbi.nlm.nih.gov/25681100/
[Establishment of the national macro-management system on Chinese medicinal resource--base of the modernization for Chinese medicine].,"Xiao PG, Chen SL.","{'name': 'Zhongguo Zhong Yao Za Zhi', 'year': 2003, 'citation': 'Zhongguo Zhong Yao Za Zhi. 2003 Jan;28(1):4-6.'}",15015256,48,https://pubmed.ncbi.nlm.nih.gov/15015256/
Rapid application development in small unit settings.,Yap JC.,"{'name': 'Int J Biomed Comput', 'year': 1995, 'citation': 'Int J Biomed Comput. 1995 Oct;40(2):157-63. doi: 10.1016/0020-7101(95)01140-a.'}",8847124,48,https://pubmed.ncbi.nlm.nih.gov/8847124/
Shaping the future. The marriage of nursing theory and informatics.,"McLaughlin K, Taylor S, Bliss-Holtz J, Sayers P, Nickle L.","{'name': 'Comput Nurs', 'year': 1990, 'citation': 'Comput Nurs. 1990 Jul-Aug;8(4):174-9.'}",2397447,48,https://pubmed.ncbi.nlm.nih.gov/2397447/
Advances in materiel management systems technology.,Millar-Buss D.,"{'name': 'J Healthc Mater Manage', 'year': 1990, 'citation': 'J Healthc Mater Manage. 1990 Jan;8(1):50-66.'}",10103869,48,https://pubmed.ncbi.nlm.nih.gov/10103869/
Demand-driven evolution of IT systems in healthcare--a case study for improving interdisciplinary processes.,"Lenz R, Buessecker F, Herlofsen H, Hinrichs F, Zeiler T, Kuhn KA.","{'name': 'Methods Inf Med', 'year': 2005, 'citation': 'Methods Inf Med. 2005;44(1):4-10.'}",15778788,48,https://pubmed.ncbi.nlm.nih.gov/15778788/
CQL: a database in smart card for health care applications.,"Paradinas PC, Dufresnes E, Vandewalle JJ.","{'name': 'Medinfo', 'year': 1995, 'citation': 'Medinfo. 1995;8 Pt 1:354-7.'}",8591196,48,https://pubmed.ncbi.nlm.nih.gov/8591196/
[Quality analysis of Brazilian vital statistics: the experience of implementing the SIM and SINASC systems].,"Jorge MH, Laurenti R, Gotlieb SL.","{'name': 'Cien Saude Colet', 'year': 2007, 'citation': 'Cien Saude Colet. 2007 May-Jun;12(3):643-54. doi: 10.1590/s1413-81232007000300014.'}",17680121,48,https://pubmed.ncbi.nlm.nih.gov/17680121/
[The CORBA solution of medical imaging and communication system].,"Wang Y, Lü Y, Yu H.","{'name': 'Sheng Wu Yi Xue Gong Cheng Xue Za Zhi', 'year': 2005, 'citation': 'Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2005 Feb;22(1):113-5.'}",15762129,48,https://pubmed.ncbi.nlm.nih.gov/15762129/
Knowledge retrieval as one type of knowledge-based decision support in medicine: results of an evaluation study.,"Haux R, Grothe W, Runkel M, Schackert HK, Windeler HJ, Winter A, Wirtz R, Herfarth C, Kunze S.","{'name': 'Int J Biomed Comput', 'year': 1996, 'citation': 'Int J Biomed Comput. 1996 Apr;41(2):69-85. doi: 10.1016/0020-7101(96)01160-9.'}",8803668,48,https://pubmed.ncbi.nlm.nih.gov/8803668/
[Probabilistic record linkage: an application to severe maternal morbidity (near miss) and maternal mortality].,"Sousa MH, Cecatti JG, Hardy E, Serruya SJ.","{'name': 'Cad Saude Publica', 'year': 2008, 'citation': 'Cad Saude Publica. 2008 Mar;24(3):653-62. doi: 10.1590/s0102-311x2008000300019.'}",18327453,49,https://pubmed.ncbi.nlm.nih.gov/18327453/
Systems for the year 2000: the case for an integrated database.,Stead WW.,"{'name': 'MD Comput', 'year': 1991, 'citation': 'MD Comput. 1991 Mar-Apr;8(2):103-4, 106-10.'}",2038231,49,https://pubmed.ncbi.nlm.nih.gov/2038231/
Metaparadigm: a soft systemic MIS design approach.,Kokol P.,"{'name': 'J Med Syst', 'year': 1993, 'citation': 'J Med Syst. 1993 Feb;17(1):47-57. doi: 10.1007/BF01000586.'}",8320540,49,https://pubmed.ncbi.nlm.nih.gov/8320540/
Protocols for unifying distributed systems in hospitals.,Brusil PJ.,"{'name': 'J Med Syst', 'year': 1983, 'citation': 'J Med Syst. 1983 Aug;7(4):333-48. doi: 10.1007/BF01080689.'}",6644200,49,https://pubmed.ncbi.nlm.nih.gov/6644200/
"[Data comparison on homicide deaths between two information systems, Brazil].","de Castro MS, Assunção RM, Durante MO.","{'name': 'Rev Saude Publica', 'year': 2003, 'citation': 'Rev Saude Publica. 2003 Apr;37(2):168-76. doi: 10.1590/s0034-89102003000200002. Epub 2003 Apr 4.'}",12700837,49,https://pubmed.ncbi.nlm.nih.gov/12700837/
[Medical data warehousing as a generator of system component for decision support in health care].,"Catibusić S, Hadzagić-Catibusić F, Zubcević S.","{'name': 'Med Arh', 'year': 2004, 'citation': 'Med Arh. 2004;58(1 Suppl 2):128-30.'}",15137228,49,https://pubmed.ncbi.nlm.nih.gov/15137228/
What the future holds for managed care. From legacy to new generation.,O'Connor K.,"{'name': 'Infocare', 'year': 1995, 'citation': 'Infocare. 1995 Fall:30-2, 34, 38.'}",10152777,49,https://pubmed.ncbi.nlm.nih.gov/10152777/
[Role of standardization in health care system computerization].,"Kern J, Strnad M, Dezelić D.","{'name': 'Acta Med Croatica', 'year': 2005, 'citation': 'Acta Med Croatica. 2005;59(3):201-7.'}",16095192,49,https://pubmed.ncbi.nlm.nih.gov/16095192/
Building a miniMEDLINE database: which journals to choose?,"Laynor B, Calabretta N, Ross R.","{'name': 'Bull Med Libr Assoc', 'year': 1988, 'citation': 'Bull Med Libr Assoc. 1988 Apr;76(2):146-50.'}",3285935,49,https://pubmed.ncbi.nlm.nih.gov/3285935/
Integrated systems: from library to campus and beyond.,"Jones CL, Marcum DB.","{'name': 'Bull Med Libr Assoc', 'year': 1983, 'citation': 'Bull Med Libr Assoc. 1983 Jul;71(3):338-42.'}",6626803,49,https://pubmed.ncbi.nlm.nih.gov/6626803/
Sustainable ubiquitous home health care--architectural considerations and first practical experiences.,"Marschollek M, Wolf KH, Bott OJ, Geisler M, Plischke M, Ludwig W, Hornberger A, Haux R.","{'name': 'Stud Health Technol Inform', 'year': 2007, 'citation': 'Stud Health Technol Inform. 2007;129(Pt 1):8-12.'}",17911668,50,https://pubmed.ncbi.nlm.nih.gov/17911668/
Heuristic walkthrough evaluation of a prototype computer network service for occupational therapists.,"Hallberg N, Timpka T, Vimarlund V.","{'name': 'Stud Health Technol Inform', 'year': 1998, 'citation': 'Stud Health Technol Inform. 1998;52 Pt 2:869-73.'}",10384585,50,https://pubmed.ncbi.nlm.nih.gov/10384585/
Design and implementation of an integrated hospital database.,Pangalos GJ.,"{'name': 'Med Inform (Lond)', 'year': 1986, 'citation': 'Med Inform (Lond). 1986 Apr-Jun;11(2):159-66. doi: 10.3109/14639238609001368.'}",3755488,50,https://pubmed.ncbi.nlm.nih.gov/3755488/
The management of a large data base in IRIS.,Alsberg PA.,"{'name': 'J Chem Inf Comput Sci', 'year': 1975, 'citation': 'J Chem Inf Comput Sci. 1975 Feb;15(1):23. doi: 10.1021/ci60001a007.'}",1127030,50,https://pubmed.ncbi.nlm.nih.gov/1127030/
Designing a datacommunications network to support decentral computer facilities within the Eurotransplant organization.,"Liebelt P, Sleyster EC.","{'name': 'Scand J Urol Nephrol Suppl', 'year': 1985, 'citation': 'Scand J Urol Nephrol Suppl. 1985;92:87-90.'}",3868813,50,https://pubmed.ncbi.nlm.nih.gov/3868813/
"[Reliability and validity of death certificates specifying oral cancer as cause of death in Teresina, Piauí State, Brazil, 2004-2005].","Nogueira LT, Rêgo CF, Gomes KR, Campelo V.","{'name': 'Cad Saude Publica', 'year': 2009, 'citation': 'Cad Saude Publica. 2009 Feb;25(2):366-74. doi: 10.1590/s0102-311x2009000200015.'}",19219244,50,https://pubmed.ncbi.nlm.nih.gov/19219244/
Institutional security indicator report: a management tool to bridge the communications gap.,"Gonzalez P, Savoca R, McDermott R, Vaughn T.","{'name': 'J Healthc Prot Manage', 'year': 1985, 'citation': 'J Healthc Prot Manage. 1985;1(3):51-60.'}",10272301,50,https://pubmed.ncbi.nlm.nih.gov/10272301/
"Administration on Aging: SCAN data bases; activity notice--Office of Human Development Services, HHS. Announcement of availability of certain data bases for assumption at no cost to the federal government.",[No authors listed],"{'name': 'Fed Regist', 'year': 1982, 'citation': 'Fed Regist. 1982 Dec 1;47(231):54266-8.'}",10259792,50,https://pubmed.ncbi.nlm.nih.gov/10259792/
[Patterns of care in community mental health services in Lombardy].,"Lora A, Bai G, Bravi C, Bezzi R, Bulgarini F, Mastroeni A, Schena C, Terzi A.","{'name': 'Epidemiol Psichiatr Soc', 'year': 1998, 'citation': 'Epidemiol Psichiatr Soc. 1998 May-Aug;7(2):98-109. doi: 10.1017/s1121189x00007235.'}",9763760,50,https://pubmed.ncbi.nlm.nih.gov/9763760/
Re-engineering for managed care: an integrated solution.,"Kenny KP, Pacyna K.","{'name': 'NAHAM Manage J', 'year': 1996, 'citation': 'NAHAM Manage J. 1996 Winter;22(3):21-3.'}",10154033,50,https://pubmed.ncbi.nlm.nih.gov/10154033/
